Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,TotalSpend,SpendCount,GroupMemberNo,GroupSize,CabinNum,SurnameFreq,LuxurySpend,BasicSpend,LuxuryShare,SpendPerActiveCategory,HasAnyLuxurySpend,AgeWasOutOfRange,IsChild,IsSenior,IsSolo,IsMultiPassengerGroup,GroupMemberIsLeader,AgeMissing,HomePlanetMissing,CryoSleepMissing,CabinMissing,DestinationMissing,VIPMissing,RoomServiceMissing,FoodCourtMissing,ShoppingMallMissing,SpaMissing,VRDeckMissing,NameMissing,IsZeroSpend,HomePlanet,CryoSleep,Destination,VIP,Deck,Side,AgeGroup,CabinNumBin,DeckSide,HomePlanetDestination
62.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,2,1,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,5.0,6.0
15.0,0.0,5.420534999272286,0.0,6.906754778648554,0.0,7.1098794630722715,2,1,1,6,3,6.906754778648554,5.420534999272286,0.815359477124183,6.417548942418882,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,5.0,1.0,4.0,0.0,11.0,2.0
34.0,3.1354942159291497,8.711772645605693,0.0,7.271703706887368,5.796057750765372,8.969796305981806,4,1,1,0,2,7.4770384723196965,8.715388097366482,0.22462477741032816,7.583883454372487,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0
43.0,7.026426808699636,0.0,4.919980925828125,3.8918202981106265,0.0,7.177782416195197,3,1,1,8,5,3.8918202981106265,7.140453043101158,0.0366412213740458,6.080695680835925,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,10.0,10.0
32.0,0.0,6.7464121285733745,4.406719247264253,6.082218910376446,6.118097198041348,7.507690077819904,4,1,1,4,4,6.792344427470809,6.837332814685591,0.4884742041712404,6.123040904896701,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,13.0,2.0
47.0,5.3706380281276624,0.0,7.252762418053187,0.0,7.114769448366463,7.956827122090111,3,1,3,9,4,7.114769448366463,7.3938782901077555,0.43047285464098073,6.858915113562664,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,10.0,10.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,9,4,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,10.0,10.0
20.0,0.0,0.0,7.467942332285852,6.898714534329988,0.0,7.916078096302786,2,3,3,9,4,6.898714534329988,7.467942332285852,0.36118205034658885,7.223295679562314,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,10.0,10.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,3.0,1.0,5.0,0.0,7.0,4.0
23.0,6.665683717782408,6.872128101338986,0.0,6.858565034791365,0.0,7.90100705199242,3,1,1,1,5,6.858565034791365,7.466799475018602,0.3522222222222222,6.8031352298520344,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,6.0,8.0
15.0,0.0,6.20050917404269,3.8918202981106265,3.044522437723423,5.996452088619021,6.8690144506657065,4,1,1,8,5,6.045005314036012,6.293419278846481,0.4376299376299376,5.485833740219095,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,5.0,1.0,4.0,0.0,11.0,0.0
20.0,6.318968113746434,5.278114659230517,0.0,7.865955413933502,0.0,8.118505067587098,3,1,1,10,7,7.865955413933502,6.620073206530356,0.7765196662693683,7.020488548969376,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,11.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,2,10,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,2.0,0.0,6.0,0.0,4.0,0.0,12.0,2.0
45.0,0.0,5.10594547390058,3.828641396489095,7.828834527588089,6.752270376141742,8.182000136293405,4,1,1,3,2,8.121777419161074,5.3471075307174685,0.9412751677852349,6.796544349646135,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,6.0
55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3,3,6,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,2.0,0.0,6.0,0.0,2.0,0.0,12.0,2.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,3,6,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,12.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,3,6,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,6.0,0.0,5.0,0.0,12.0,1.0
21.0,6.878326468291325,0.0,5.198497031265826,0.0,4.174387269895637,7.102499355774649,3,1,2,10,4,4.174387269895637,7.048386408721883,0.05267489711934156,6.005531804319418,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,10.0,10.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,10,4,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,1.0,2.0,0.0,5.0,0.0,5.0,0.0,10.0,10.0
35.0,6.673297967767654,0.0,0.0,0.6931471805599453,0.0,6.674561391814426,2,1,1,1,2,0.6931471805599453,6.673297967767654,0.0012626262626262627,5.982676041074902,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,9.0,0.0
56.0,0.0,4.727387818712341,0.0,7.22983877815125,4.852030263919617,7.389563953677635,3,1,1,2,6,7.317876198626496,4.727387818712341,0.9302038295243977,6.292186233067566,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,9.0,2.0
27.0,1.6094379124341003,0.0,1.0986122886681098,8.451907724717607,0.0,8.453187861440325,3,1,1,6,8,8.451907724717607,1.9459101490553132,0.9985074626865672,7.355001921105257,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,6.0,1.0,5.0,0.0,13.0,2.0
25.0,0.0,0.0,7.569927655242652,0.0,0.6931471805599453,7.570443252057374,2,1,1,11,4,0.6931471805599453,7.569927655242652,0.0005154639175257732,6.877811402609065,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,5.0,1.0,5.0,0.0,11.0,2.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3,1,6,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,1,6,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0
27.0,5.634789603169249,6.406879986069314,8.12415060330663,5.659482215759621,1.3862943611198906,8.422442854870427,5,3,3,1,6,5.66988092298052,8.356789669923213,0.06354441512752858,6.8138840633720665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,1.0,6.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,7,3,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,13.0,1.0
22.0,3.828641396489095,7.00033446027523,5.003946305945459,7.228388451573604,0.6931471805599453,7.889084407035514,5,1,1,12,4,7.229113877793302,7.162397497355718,0.5164917541229386,6.281144622222436,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,5.0,1.0,5.0,0.0,11.0,2.0
62.0,0.0,6.385194398997726,0.0,2.8903717578961645,3.258096538021482,6.453624998892692,3,1,1,13,6,3.7612001156935624,6.385194398997726,0.06614173228346457,5.358157366904054,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,5.0,1.0,3.0,0.0,11.0,2.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,14,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,1.0,2.0,0.0,5.0,1.0,4.0,0.0,11.0,10.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,3,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,9.0,10.0
62.0,0.6931471805599453,5.0369526024136295,5.288267030694535,0.0,6.133398042996649,6.699500340161678,4,1,1,6,3,6.133398042996649,5.863631175598097,0.5665024630541872,5.316893752120972,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,6.0,0.0,3.0,0.0,12.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3,10,6,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,13.0,1.0
18.0,0.6931471805599453,5.556828061699537,6.102558594613569,0.0,0.0,6.559615237493242,3,2,3,10,6,0.0,6.559615237493242,0.0,5.4638318050256105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,6.0,1.0,5.0,0.0,13.0,2.0
21.0,7.5740450053721995,3.6375861597263857,0.0,0.0,3.2188758248682006,7.60489448081162,3,3,3,15,6,3.2188758248682006,7.592870287844818,0.01195219123505976,6.507277712385012,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,11.0,0.0
27.0,6.677083461247136,0.0,1.0986122886681098,5.537334267018537,0.0,6.955592608396297,3,1,1,4,3,5.537334267018537,6.679599185844383,0.24118207816968543,5.858885082208841,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,2.0,0.0,4.0,1.0,5.0,0.0,9.0,10.0
42.0,6.78897174299217,0.0,2.302585092994046,1.9459101490553132,0.0,6.805722553416985,3,1,1,16,0,1.9459101490553132,6.799055862058796,0.006644518272425249,5.709322655031817,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,11.0,2.0
19.0,5.25227342804663,0.0,1.791759469228055,0.6931471805599453,6.588926477533519,6.827629234502852,4,1,1,13,6,6.590301048196686,5.278114659230517,0.7876489707475623,5.444579873526289,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,10.0,2.0
17.0,2.833213344056216,7.680637427560936,0.0,0.0,3.970291913552122,7.711548979629146,3,1,1,14,3,3.970291913552122,7.687997166393016,0.023276633840644583,6.61383154560688,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,5.0,0.0,4.0,0.0,10.0,2.0
14.0,0.0,0.6931471805599453,0.0,0.0,6.96979066990159,6.970730078143525,2,1,1,17,7,6.96979066990159,0.6931471805599453,0.9981220657276996,6.278521424165844,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,5.0,1.0,4.0,0.0,11.0,2.0
37.0,3.8501476017100584,4.430816798843313,6.6052979209482015,0.0,2.5649493574615367,6.779921907472252,4,1,1,3,8,2.5649493574615367,6.7661917146603505,0.013636363636363636,5.39703083948407,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,9.0
42.0,0.6931471805599453,9.035748861244139,0.0,0.0,6.2285110035911835,9.094368195723762,3,1,1,3,4,6.2285110035911835,9.035867930125628,0.05682201010668164,7.99598047476376,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,6.0
27.0,4.997212273764115,0.0,6.926577033222725,0.0,0.0,7.061334366910438,2,1,1,18,10,0.0,7.061334366910438,0.0,6.3690444517266105,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,2.0,0.0,5.0,1.0,5.0,0.0,11.0,10.0
28.0,2.70805020110221,0.0,7.16703787691222,0.0,0.0,7.177782416195197,2,1,1,15,1,0.0,7.177782416195197,0.0,6.4853983032037545,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,10.0,10.0
38.0,0.0,8.67265729404031,0.0,5.7745515455444085,9.175231194862615,9.668777364850452,3,1,1,4,2,9.207937487359873,8.67265729404031,0.6306904400606981,8.570291522411253,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,6.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,13,9,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,2.0,0.0,6.0,1.0,4.0,0.0,13.0,2.0
42.0,8.91018077801329,0.0,0.0,0.0,0.0,8.91018077801329,1,1,3,16,4,0.0,8.91018077801329,0.0,8.91018077801329,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,10.0,10.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,16,4,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,10.0,10.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,16,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,10.0,10.0
24.0,6.535241271013659,0.0,0.0,0.0,2.8903717578961645,6.559615237493242,2,1,1,14,5,2.8903717578961645,6.535241271013659,0.024079320113314446,5.867883485336628,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,6.0,1.0,5.0,0.0,13.0,2.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,5,2,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,6.0
43.0,5.356586274672012,0.0,0.0,6.459904454377535,6.2422232654551655,7.217443431696533,3,1,1,17,5,7.049254841255837,5.356586274672012,0.8444607483492297,6.12029741895095,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,10.0,2.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,5,3,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,9.0,9.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,15,10,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,2.0,0.0,6.0,1.0,0.0,0.0,13.0,2.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,16,11,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,2.0,0.0,6.0,1.0,5.0,0.0,13.0,2.0
27.0,0.6931471805599453,6.548219102762372,3.4657359027997265,5.241747015059643,0.0,6.822197390620491,4,2,2,20,11,5.241747015059643,6.593044534142437,0.2047930283224401,5.439165675135416,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,5.0,1.0,5.0,0.0,11.0,2.0
19.0,0.0,0.0,6.508769136971682,0.6931471805599453,3.5553480614894135,6.559615237493242,3,1,3,9,4,3.58351893845611,6.508769136971682,0.049575070821529746,5.4638318050256105,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,6.0,0.0,5.0,0.0,12.0,2.0
