y_true,y_proba_plain,y_proba_ooft,y_proba_blend
1,0.975684,0.97594416,0.9758270829916
1,0.18875371,0.19184563,0.19045426324009895
0,0.028531294,0.039427057,0.034523963741958145
1,0.44527403,0.4193079,0.4309926494956017
0,0.5051465,0.5680522,0.539744621515274
0,0.7360693,0.70834696,0.720822024345398
1,0.5906472,0.5639456,0.5759613245725632
0,0.33992153,0.36343718,0.35285513699054716
0,0.09303081,0.07570252,0.08350024968385697
1,0.9803212,0.9832817,0.9819494724273682
0,0.036662474,0.038956463,0.03792416825890541
1,0.9600564,0.9663502,0.9635179996490478
1,0.21974562,0.20883542,0.21374501213431357
0,0.17367679,0.2051938,0.1910111464560032
0,0.17723006,0.11903988,0.14522546008229256
1,0.47406155,0.4008701,0.4338062599301338
0,0.5397074,0.50541556,0.5208468973636627
1,0.47840983,0.48343864,0.4811756744980812
1,0.9931716,0.9931982,0.9931862264871597
1,0.9946207,0.99362165,0.9940712124109268
1,0.98415875,0.98226523,0.9831173181533813
1,0.13911092,0.22144693,0.18439572751522065
1,0.99499243,0.99506783,0.9950339049100876
0,0.08132325,0.085130066,0.08341699913144111
1,0.9243408,0.9398242,0.9328566759824752
0,0.54336756,0.5972272,0.5729903727769852
1,0.96744597,0.96178544,0.964332675933838
1,0.10779975,0.0923902,0.09932450018823147
1,0.97986424,0.97940993,0.9796143710613251
0,0.07427206,0.0444269,0.05785722117871046
0,0.074718535,0.08155282,0.07847739085555076
0,0.07482438,0.08376328,0.07974077351391315
0,0.13820224,0.093651265,0.11369920149445534
0,0.029658288,0.032022182,0.03095842953771353
0,0.06613011,0.083462834,0.07566310800611972
1,0.4959349,0.5332201,0.5164417684078216
1,0.25672668,0.32005703,0.29155837595462797
1,0.31127366,0.38493222,0.3517858698964119
0,0.4754242,0.49720687,0.4874046668410301
0,0.31558537,0.352852,0.33608201146125793
0,0.0765488,0.062128454,0.0686176098883152
0,0.65963966,0.607347,0.6308787018060684
1,0.4949319,0.49720687,0.4961831346154213
0,0.16862398,0.2337527,0.20444477647542952
0,0.124423936,0.09604991,0.10881822295486927
0,0.034032147,0.0424513,0.03866268116980791
1,0.32831898,0.3568676,0.3440207287669182
0,0.029271083,0.028448716,0.02881878102198243
0,0.048665334,0.026955238,0.03672478077933192
0,0.39816192,0.43668768,0.41935108602046967
0,0.10618065,0.08794288,0.09614987969398497
1,0.9679569,0.97386724,0.9712075859308242
1,0.50969106,0.5210549,0.51594118475914
0,0.5623351,0.5840671,0.5742876917123794
0,0.026643174,0.027865903,0.0273156750947237
1,0.5439088,0.5192351,0.5303382396697998
0,0.12662028,0.10662691,0.11562392711639405
0,0.019905947,0.017099971,0.018362660240381957
0,0.6168772,0.620104,0.6186519473791122
0,0.047185067,0.06107837,0.05482638347893953
0,0.4340233,0.4879396,0.46367725878953936
1,0.96262723,0.96448976,0.9636516213417052
0,0.1272012,0.21623273,0.176168542355299
1,0.9506562,0.9492928,0.9499063074588775
0,0.008332886,0.005181622,0.006599690834991633
0,0.36187086,0.38897774,0.37677963972091677
0,0.49090797,0.46334124,0.4757462650537491
1,0.7605416,0.73950255,0.748970130085945
1,0.9823803,0.9766386,0.9792223602533341
1,0.97727716,0.9806981,0.9791586816310882
0,0.003024857,0.002765191,0.0028820407227613033
0,0.05122744,0.07389862,0.06369658913463354
0,0.014507328,0.01180731,0.013022318389266728
0,0.42374325,0.3869024,0.4034807771444321
1,0.985669,0.97505885,0.9798334270715714
0,0.3135173,0.39191118,0.35663393437862395
0,0.3916182,0.4420812,0.41937285363674165
1,0.32344994,0.24094942,0.2780746549367905
1,0.8650024,0.8524141,0.8580788165330887
0,0.12940256,0.09408192,0.10997621119022369
1,0.9757343,0.97929037,0.9776901334524155
0,0.21779817,0.2685613,0.24571789503097535
0,0.13350756,0.1305974,0.13190697282552719
0,0.13355802,0.14981768,0.14250083044171333
1,0.43907353,0.41316882,0.4248259395360947
1,0.9752064,0.98306155,0.9795267224311829
0,0.13727415,0.12964194,0.1330764301121235
1,0.6783075,0.6563305,0.6662201523780822
0,0.074560955,0.08149156,0.0783727876842022
1,0.99138826,0.99328387,0.9924308449029922
1,0.84099585,0.816119,0.8273135900497437
0,0.047043435,0.031895485,0.03871206250041723
0,0.09788403,0.09935663,0.09869395904242992
1,0.87804615,0.9214202,0.9019018888473511
1,0.7635257,0.74999315,0.7560828059911728
1,0.5506266,0.5714809,0.5620964378118515
1,0.43516448,0.39801773,0.4147337704896927
1,0.8709877,0.8915711,0.882308578491211
1,0.9421801,0.9259328,0.9332440972328185
0,0.52935195,0.62956184,0.5844673901796341
1,0.9675637,0.970074,0.9689443588256836
0,0.06469134,0.051185828,0.057263309322297576
0,0.28453934,0.28518912,0.28489672094583507
1,0.99683654,0.99616796,0.9964688211679458
1,0.91274184,0.94062,0.9280748307704925
1,0.9940872,0.9963399,0.9953262031078338
1,0.9936499,0.99670756,0.9953316122293472
1,0.9859511,0.9887761,0.987504854798317
1,0.9001537,0.9273901,0.9151337176561356
1,0.9947968,0.9944424,0.9946018874645233
1,0.65520877,0.57897097,0.6132779777050019
1,0.9757637,0.98326796,0.9798910349607468
0,0.829297,0.8379544,0.8340585738420486
0,0.09231032,0.07202421,0.08115295879542828
1,0.63347054,0.61363214,0.6225594192743301
0,0.0041930196,0.003959377,0.0040645160712301735
0,0.026516404,0.021349153,0.023674415703862903
0,0.21267723,0.26489177,0.24139522686600684
1,0.8357859,0.8499268,0.8435634225606918
0,0.23774347,0.23150253,0.23431095331907273
0,0.002077731,0.0020022402,0.0020362110692076383
1,0.3658958,0.4248735,0.39833353906869884
1,0.6311362,0.65151423,0.6423441082239152
1,0.15480913,0.18076123,0.1690827876329422
1,0.7288311,0.7526118,0.7419104993343353
0,0.07846327,0.088499025,0.08398293554782868
1,0.66099006,0.6225374,0.6398410826921463
1,0.98914623,0.98542583,0.9871000111103059
1,0.99239105,0.99143887,0.9918673485517502
0,0.31003082,0.278688,0.29279227554798126
0,0.33906803,0.26752418,0.29971891194581984
0,0.24552359,0.20679945,0.22422531023621559
0,0.6947448,0.7286394,0.7133868545293809
0,0.7068345,0.71346736,0.7104825705289841
0,0.4829955,0.47320402,0.4776101887226105
1,0.53945076,0.54746485,0.5438585102558136
1,0.98357844,0.97477573,0.9787369519472122
1,0.99405634,0.9923171,0.9930997490882874
0,0.7820386,0.80046105,0.792170962691307
0,0.09712836,0.13372996,0.11725924313068391
1,0.9759923,0.97425646,0.975037595629692
0,0.009065201,0.007801632,0.008370237820781768
0,0.14607047,0.115499265,0.12925630547106265
1,0.9851012,0.98995215,0.9877692312002182
1,0.056306656,0.05270164,0.054323897883296016
1,0.9736414,0.9728544,0.9732085347175599
1,0.56359076,0.52803797,0.5440367251634598
1,0.9969856,0.99743384,0.9972321391105652
0,0.60340315,0.5604153,0.5797598481178283
0,0.07238412,0.098535866,0.08676757961511612
0,0.4531791,0.54169995,0.5018655613064766
1,0.8290564,0.8330004,0.8312256038188934
0,0.32133824,0.42605636,0.3789332017302513
1,0.9346525,0.9438098,0.9396890223026275
1,0.620162,0.59825146,0.6081112086772918
1,0.6288593,0.62770134,0.6282224148511887
0,0.61853313,0.5675018,0.5904658913612366
1,0.70383203,0.7039903,0.703919067978859
1,0.9838896,0.9826904,0.9832300275564194
0,0.26769516,0.35634032,0.3164499968290329
1,0.46488,0.4774335,0.47178442180156704
1,0.55344456,0.60009897,0.5791044861078263
0,0.31930864,0.36642063,0.3452202320098877
0,0.2364481,0.22328499,0.2292083866894245
1,0.13640729,0.15226084,0.14512674063444136
0,0.114091136,0.1330556,0.12452158965170383
0,0.4331031,0.4629295,0.4495076194405556
1,0.9745233,0.9709328,0.9725485175848008
1,0.2592099,0.27541855,0.268124657869339
0,0.09655689,0.09081139,0.09339686185121536
1,0.9659149,0.954524,0.9596498966217041
0,0.012782646,0.011179896,0.011901133693754673
0,0.46648186,0.51242965,0.49175314903259276
0,0.29496983,0.32772684,0.31298618465662004
1,0.44736236,0.47477984,0.46244197785854335
0,0.02654694,0.028802602,0.02778755398467183
0,0.0009041585,0.0026158665,0.0018455978977726774
1,0.9934581,0.9958056,0.9947492331266403
0,0.0009538325,0.0027962376,0.001967155310558155
1,0.9933518,0.99290985,0.9931087344884872
1,0.9948487,0.99511224,0.9949936598539353
0,0.3038025,0.3512784,0.32991423755884175
1,0.99425715,0.9946412,0.9944683700799941
1,0.1975055,0.18960354,0.1931594222784042
1,0.969262,0.9701329,0.9697409898042679
1,0.9845271,0.97844714,0.9811831265687943
1,0.99170905,0.9882401,0.9898011416196824
0,0.13721994,0.08136068,0.10649734660983086
0,0.004777319,0.0073735206,0.0062052298104390505
0,0.5580596,0.6018272,0.5821317702531814
1,0.799051,0.75809246,0.7765237987041473
1,0.4674988,0.49678898,0.4836084023118019
0,0.27461728,0.22780442,0.24887021034955978
0,0.45728,0.43192282,0.4433335572481155
0,0.6387215,0.67614293,0.6593032985925675
0,0.17870496,0.2501752,0.21801359727978709
1,0.9232691,0.93388104,0.9291056662797927
0,0.12630345,0.10334138,0.11367431022226811
0,0.0021015052,0.0024589498,0.002298099722247571
0,0.0068074223,0.0044656573,0.005519451526924968
1,0.49671045,0.49007317,0.4930599480867386
1,0.9657826,0.96049833,0.9628762453794479
0,0.0030093791,0.0039800825,0.0035432659671641884
0,0.07821124,0.07460901,0.076230014488101
0,0.044704456,0.035754077,0.03978174757212401
1,0.935984,0.9530097,0.9453481554985046
1,0.24470918,0.3133944,0.2824860490858555
0,0.14671241,0.1052225,0.12389295883476734
0,0.021239555,0.023209857,0.022323220781981946
0,0.23755418,0.23895386,0.23832400217652322
0,0.46192765,0.4614216,0.4616493284702301
0,0.07287119,0.050628588,0.06063776016235351
0,0.73206526,0.7533834,0.7437902361154556
0,0.22662674,0.22241925,0.22431261837482452
0,0.095833085,0.10193587,0.09918961748480798
1,0.9628944,0.96474564,0.9639125734567642
0,0.10197218,0.10524817,0.10377397239208222
0,0.5777801,0.61155564,0.5963566571474075
1,0.97693604,0.97423947,0.9754529267549514
0,0.0013076693,0.0023368418,0.00187371417414397
1,0.9676542,0.96163183,0.9643419116735458
1,0.9283374,0.9369178,0.9330566078424454
0,0.08713188,0.0916683,0.08962691128253937
1,0.9842376,0.9861216,0.9852738022804259
1,0.9695248,0.9710607,0.97036954164505
1,0.5056251,0.4316865,0.4649588778614998
1,0.5712881,0.6394335,0.6087680757045746
1,0.98137605,0.9777459,0.9793794631958008
1,0.9744441,0.9776883,0.9762284129858017
1,0.67431283,0.64661473,0.6590788751840592
1,0.95724994,0.95943195,0.9584500432014466
0,0.06841906,0.065767914,0.06696093045175075
1,0.9759041,0.96854085,0.9718543142080307
0,0.0011500026,0.0011036868,0.0011245288769714534
1,0.9632116,0.9598714,0.961374494433403
1,0.5572861,0.5346572,0.5448401868343353
1,0.47850892,0.5031834,0.4920798972249031
0,0.11727183,0.08190285,0.0978188905864954
0,0.10291397,0.11730984,0.1108316969126463
0,0.6132712,0.69044566,0.6557171434164047
1,0.99172735,0.9941697,0.9930706501007079
0,0.19846064,0.21675909,0.20852478444576264
0,0.17161144,0.17449291,0.17319625020027163
0,0.5656888,0.5670805,0.5664542287588119
0,0.04566825,0.072725326,0.06054964251816273
0,0.042533036,0.050405692,0.046862997114658356
0,0.0994328,0.11860976,0.10998013168573378
0,0.11176181,0.14802584,0.1317070260643959
1,0.98123735,0.97962177,0.9803487807512283
1,0.5787659,0.61153823,0.5967906951904296
0,0.12063585,0.138523,0.13047378212213517
1,0.48848167,0.56985164,0.5332351520657539
1,0.5492957,0.5963347,0.5751671582460404
1,0.5276889,0.5189752,0.5228963732719422
1,0.9935017,0.99268895,0.9930546998977662
1,0.97939694,0.98411167,0.9819900393486023
1,0.9957201,0.99492884,0.9952849000692368
1,0.9835897,0.99211395,0.9882780402898788
1,0.9941186,0.9965269,0.9954431504011154
1,0.99457514,0.99671245,0.9957506597042083
0,0.20907359,0.18912518,0.1981019638478756
1,0.536908,0.55985516,0.5495289266109467
0,0.5758464,0.49730685,0.5326496377587319
0,0.458937,0.42030454,0.4376891404390335
1,0.99272376,0.9904541,0.9914754360914231
0,0.08556308,0.07353574,0.07894804254174231
1,0.5707864,0.51986665,0.5427805423736571
1,0.7468449,0.72948754,0.737298345565796
1,0.15837571,0.14377837,0.15034717246890067
1,0.7064063,0.6663345,0.6843668133020401
0,0.69827,0.69996446,0.6992019653320313
0,0.052129555,0.060485143,0.05672512874007225
0,0.12657653,0.08249006,0.10232896879315376
0,0.03528353,0.046595816,0.04150528628379106
1,0.39190415,0.33305353,0.35953630656003954
0,0.5212999,0.5423113,0.5328561753034592
0,0.7248685,0.7060454,0.7145157784223557
1,0.9687045,0.9631789,0.96566541492939
1,0.96620154,0.9634467,0.9646863669157029
0,0.0009695099,0.000731563,0.0008386391098611056
1,0.97851574,0.9837737,0.9814076244831085
0,0.22718096,0.21238424,0.21904276236891745
1,0.6622465,0.6752801,0.6694149881601335
0,0.15667763,0.1776369,0.16820523366332055
0,0.13823548,0.10899056,0.12215077243745327
1,0.955635,0.94902396,0.9519989341497421
1,0.9676876,0.9607567,0.9638756185770034
0,0.07450937,0.09076879,0.08345205076038838
0,0.053087108,0.061925355,0.05794814396649599
1,0.5543765,0.5381124,0.545431238412857
0,0.14736448,0.15318823,0.15056754276156425
0,0.17229694,0.18042225,0.17676585912704468
0,0.048599444,0.0550924,0.05217057093977928
0,0.009809484,0.021451294,0.01621247963048518
0,0.65045446,0.66722983,0.6596809148788452
1,0.52199703,0.6008874,0.5653867453336716
1,0.9661252,0.9808219,0.9742083847522736
1,0.995417,0.99488926,0.9951267421245575
1,0.9767268,0.9752455,0.9759120583534241
0,0.31895107,0.34413645,0.3328030273318291
1,0.31948158,0.35052615,0.33655609637498857
0,0.36388952,0.31777075,0.33852419406175616
0,0.4238437,0.5253361,0.4796645179390907
1,0.9120986,0.87618834,0.8923479497432709
0,0.07652738,0.060550347,0.06774001158773899
0,0.10015945,0.09643183,0.09810925908386708
1,0.9938356,0.99304307,0.9933997184038161
1,0.9944806,0.9923751,0.993322566151619
1,0.98759615,0.9783337,0.9825018107891083
0,0.78717226,0.7037751,0.741303825378418
1,0.9947266,0.99399215,0.9943226516246796
1,0.9958658,0.99372745,0.9946897149085998
1,0.9610214,0.969396,0.9656274378299713
1,0.43066606,0.4557435,0.4444586470723152
1,0.967558,0.94524956,0.9552883684635163
1,0.9710442,0.97332,0.9722958862781524
1,0.9768891,0.98269135,0.9800803244113921
1,0.53838754,0.5800097,0.5612797260284423
1,0.9923631,0.9900939,0.9911150306463241
0,0.044382457,0.058790956,0.052307131141424185
0,0.05992123,0.060012013,0.05997116100043059
1,0.9515323,0.95526814,0.9535870164632797
1,0.40227243,0.3522646,0.3747681319713593
0,0.18982829,0.19795302,0.1942968897521496
1,0.14573804,0.32707754,0.24547476172447208
0,0.45923105,0.47606462,0.4684895142912865
1,0.3804106,0.40567496,0.39430600553750994
1,0.6129957,0.6629493,0.6404701858758926
0,0.13346143,0.15350667,0.14448631033301354
1,0.9662262,0.9702178,0.9684216022491455
0,0.00057786424,0.000624406,0.0006034621939761565
0,0.57841176,0.5910629,0.5853698879480362
0,0.7714003,0.7477264,0.7583796322345734
1,0.64178765,0.6234082,0.6316789507865905
0,0.08323083,0.08825456,0.08599388375878333
0,0.0008121089,0.00065057125,0.0007232632022351026
0,0.072980985,0.10213875,0.0890177559107542
0,0.05568961,0.0554581,0.05556227900087833
1,0.58529913,0.6131086,0.6005943268537521
1,0.98365873,0.9835609,0.9836049348115921
1,0.9871023,0.98802394,0.9876092135906219
1,0.992065,0.99194056,0.9919965624809265
1,0.977767,0.9780277,0.9779103815555573
0,0.0066357264,0.004838423,0.005647209472954273
1,0.9622659,0.97122264,0.9671921104192734
0,0.071452364,0.072343916,0.07194271758198739
0,0.0405081,0.048407372,0.044852699153125286
0,0.09882587,0.09274578,0.09548182189464569
0,0.23174722,0.28097463,0.2588222958147526
0,0.633315,0.65635806,0.6459886968135834
1,0.5631515,0.5410555,0.5509986907243729
1,0.15084632,0.13205576,0.1405115105211735
1,0.9620076,0.9682272,0.965428376197815
1,0.071883455,0.087572716,0.08051254861056806
0,0.08700154,0.10422074,0.09647210016846658
1,0.9970392,0.99588203,0.9964027583599091
1,0.97521544,0.9776163,0.9765359163284302
1,0.94399357,0.9405738,0.9421127021312713
1,0.99016035,0.98940265,0.9897436141967774
0,0.054095075,0.03388018,0.042976883426308635
1,0.8005746,0.8054662,0.8032649666070939
0,0.4822905,0.464314,0.47240343540906904
0,0.5526212,0.6280347,0.594098624587059
1,0.48783943,0.5381985,0.5155369028449058
1,0.10964022,0.08672132,0.0970348261296749
0,0.1162368,0.09431594,0.10418032556772232
0,0.10610446,0.0667084,0.08443662896752357
1,0.9788967,0.9816804,0.9804277211427689
1,0.9603772,0.95349425,0.9565915852785111
0,0.0026871995,0.0040787267,0.003452539490535855
0,0.11230276,0.0864701,0.0980947945266962
1,0.64111495,0.6175276,0.6281419098377228
1,0.6204791,0.669651,0.647523632645607
0,0.068633355,0.06968445,0.06921145915985108
1,0.98881185,0.9908993,0.9899599611759187
1,0.46734297,0.4992381,0.4848852947354317
1,0.9653058,0.95682347,0.9606405198574066
1,0.9845399,0.98288614,0.9836303412914276
0,0.9622115,0.969016,0.9659539788961411
1,0.9698593,0.9741489,0.9722185969352722
1,0.9717863,0.969389,0.9704678058624268
1,0.98796767,0.9890031,0.9885371685028077
0,0.0071124895,0.0073760967,0.007257473468780518
1,0.9661213,0.96833104,0.9673366636037827
0,0.048631027,0.069625266,0.06017785854637622
0,0.27401432,0.25646263,0.2643608942627907
1,0.93112814,0.9296345,0.9303066462278367
0,0.7235563,0.7419786,0.733688548207283
0,0.18707147,0.20522697,0.19705699756741524
1,0.6276447,0.5627179,0.5919349759817123
0,0.3782918,0.30554053,0.33827859610319133
1,0.42448542,0.3978124,0.4098152548074722
0,0.38649008,0.36481833,0.3745706185698509
1,0.95930356,0.9564223,0.9577188819646836
1,0.9795944,0.9736289,0.9763133674860001
1,0.9920127,0.98851043,0.9900864422321319
1,0.9618205,0.9664414,0.964361983537674
1,0.97180474,0.965643,0.9684157758951187
1,0.9831753,0.9771681,0.9798713207244872
0,0.09896861,0.075185835,0.0858880840241909
1,0.9646766,0.96488,0.9647884726524353
0,0.0943373,0.15112592,0.12557104229927063
0,0.61896396,0.63528615,0.6279411643743515
0,0.50956565,0.56718296,0.5412551701068878
0,0.047284298,0.061503563,0.05510489363223314
0,0.6066614,0.6403616,0.6251965045928956
0,0.042377803,0.050891727,0.04706046152859926
0,0.54279006,0.5350086,0.5385102599859237
0,0.113454476,0.12678728,0.12078751549124717
1,0.27675912,0.23399861,0.2532408393919468
1,0.4780144,0.5005577,0.49041323065757747
0,0.48285505,0.51063,0.49813127964735027
0,0.4681057,0.44886008,0.4575206100940704
1,0.9610721,0.96222883,0.9617082983255386
1,0.94992864,0.94150585,0.9452961057424546
0,0.052056067,0.055259973,0.05381821505725384
1,0.97896636,0.98122096,0.9802063882350922
1,0.9896423,0.98608255,0.9876844495534897
1,0.9646547,0.96118414,0.9627458870410919
0,0.20874977,0.22807908,0.21938089132308958
1,0.976991,0.97464705,0.9757018238306046
0,0.09193636,0.11118732,0.10252438485622406
0,0.0017767805,0.0038360187,0.0029093615128658714
0,0.29298353,0.3689776,0.3347802728414535
0,0.103413954,0.09266105,0.09749985858798027
1,0.32206327,0.35920188,0.34248950332403183
0,0.1246375,0.1459315,0.13634919822216035
0,0.12951276,0.11808227,0.12322598919272423
1,0.4914968,0.5147918,0.5043090432882309
1,0.914336,0.9219795,0.9185399293899537
1,0.29953346,0.3614356,0.33357963114976885
0,0.5186992,0.49117,0.5035581469535828
1,0.36802736,0.35520837,0.36097691357135775
1,0.7419483,0.7243376,0.7322624057531357
1,0.443832,0.54288006,0.49830843657255175
0,0.15539236,0.18488719,0.17161451578140258
1,0.99451977,0.9957349,0.9951880753040314
1,0.996775,0.9969891,0.9968927264213562
1,0.5045359,0.53995275,0.5240151762962342
1,0.070671804,0.053988706,0.06149610038846731
0,0.06376424,0.069555394,0.06694937348365784
1,0.9581867,0.96610516,0.9625418484210968
1,0.95047605,0.95618916,0.9536182582378387
0,0.11556004,0.13380045,0.12559226378798485
0,0.3801507,0.3536419,0.3655708611011505
1,0.79670763,0.8729166,0.8386225521564483
0,0.14775153,0.18803646,0.1699082374572754
