PassengerId,y_proba
0193_02,0.11169904
0193_03,0.9778901
0195_01,0.11686656
0196_01,0.18180871
0197_01,0.24768163
0198_01,0.29803553
0199_01,0.52912575
0200_01,0.677728
0201_01,0.99385566
0201_02,0.99537605
0202_01,0.98914653
0202_02,0.2239562
0203_01,0.9945891
0205_01,0.11039271
0206_01,0.91069967
0207_01,0.58251745
0210_01,0.90453094
0211_01,0.06077535
0211_02,0.9784564
0211_03,0.06021964
0212_01,0.098030165
0212_02,0.08768521
0213_01,0.18044095
0216_01,0.04596077
0217_01,0.05947307
0219_01,0.5164883
0220_01,0.27108964
0220_02,0.38946733
0220_03,0.6137132
0220_04,0.3828293
0220_05,0.069021
0220_06,0.5556678
0220_07,0.621101
0221_01,0.1927208
0221_02,0.099429585
0221_03,0.044175453
0221_04,0.5918644
0221_05,0.03612708
0221_06,0.05221481
0221_07,0.71940154
0222_01,0.10505688
0222_02,0.978641
0222_03,0.76448387
0223_01,0.56864434
0224_01,0.03768656
0225_01,0.5230842
0229_01,0.20204443
0231_01,0.02261271
0232_01,0.56783783
0233_01,0.026965488
0234_01,0.5505198
0237_01,0.96127677
0239_01,0.08230135
0240_01,0.96889627
0241_01,0.0035936385
0242_01,0.38456997
0243_01,0.5894823
0244_01,0.8680026
0244_02,0.98544365
0245_01,0.9887275
0245_02,0.0020117133
0246_01,0.095662564
0248_01,0.010443169
0250_01,0.5202989
0251_01,0.98144096
0252_01,0.34059745
0253_01,0.36592528
0254_01,0.2214625
0255_01,0.8772218
0257_01,0.21036245
0257_02,0.97593516
0258_01,0.12512627
0260_01,0.18487236
0261_01,0.15192892
0263_01,0.47993666
0265_01,0.9807617
0267_01,0.10826111
0269_01,0.72641456
0270_01,0.11825057
0275_01,0.9886964
0277_01,0.9356531
0278_01,0.08809452
0278_02,0.11376052
0281_01,0.93860275
0282_01,0.8363375
0283_01,0.5386579
0283_02,0.43812665
0285_01,0.9347961
0285_02,0.9768527
0286_01,0.53918904
0287_01,0.98021495
0287_02,0.09966866
0288_01,0.3083431
0289_01,0.99662125
0290_01,0.91189134
0290_02,0.9947657
0290_03,0.9942492
0290_04,0.988233
0291_01,0.94318384
0294_01,0.9931882
0297_01,0.7182228
0298_01,0.9725646
0301_01,0.7545527
0302_01,0.10768426
0303_01,0.6888288
0304_01,0.0019934066
0305_01,0.029374432
0306_01,0.2537498
0307_01,0.8716904
0309_01,0.22989522
0310_01,0.005175503
0313_01,0.29314676
0313_02,0.58036315
0313_03,0.08565092
0313_04,0.7091111
0314_01,0.048732102
0315_01,0.6423091
0316_01,0.99446553
0316_02,0.9950107
0320_01,0.37723836
0320_02,0.41050223
0321_01,0.14172801
0322_01,0.6826727
0324_01,0.6147362
0326_01,0.53726333
0327_01,0.5899262
0330_01,0.9904909
0330_02,0.9936107
0330_03,0.7162975
0331_01,0.09204622
0333_01,0.9841756
0334_01,0.01533452
0336_01,0.15124069
0337_01,0.98867536
0337_02,0.059468497
0337_03,0.9792085
0338_01,0.53630245
0340_01,0.9962034
0341_01,0.58025324
0343_01,0.1415844
0345_01,0.64393646
0346_01,0.7875946
0347_01,0.41807154
0348_01,0.94020754
0348_02,0.47879484
0350_01,0.68704426
0352_01,0.61698014
0355_01,0.5986098
0356_01,0.9871172
0357_01,0.28570536
0358_01,0.4777036
0358_02,0.5298152
0359_01,0.2982735
0360_01,0.17563377
0361_01,0.1381596
0365_01,0.099015765
0368_01,0.22084624
0368_02,0.98221225
0369_01,0.26822078
0370_01,0.08010966
0371_01,0.96969986
0372_01,0.018707542
0373_01,0.5679056
0375_01,0.28699815
0376_01,0.5107354
0377_01,0.018026242
0378_01,0.0042545367
0378_02,0.99470747
0378_03,0.008817866
0378_04,0.99370056
0378_05,0.99308133
0378_06,0.2392231
0378_07,0.9929943
0379_01,0.111210324
0380_01,0.9741402
0381_01,0.99020785
0381_02,0.9906282
0382_01,0.17716454
0383_01,0.009286245
0383_02,0.6749221
0384_01,0.71759397
0384_02,0.49959558
0385_01,0.3335022
0387_01,0.51453876
0388_01,0.6820088
0389_01,0.14047176
0391_01,0.8151565
0392_01,0.106746
0395_01,0.0060432674
0395_02,0.01723386
0396_01,0.55797124
0397_01,0.9790458
0398_01,0.0028006122
0401_01,0.063486435
0401_02,0.04844387
0402_01,0.9528144
0403_01,0.3455101
0405_01,0.11411578
0407_01,0.02604138
0407_02,0.19901952
0407_03,0.5088546
0408_01,0.078943826
0409_01,0.64498895
0410_01,0.18045609
0411_01,0.070333734
0412_01,0.93815404
0413_01,0.16245355
0415_01,0.5760363
0417_01,0.9870011
0417_02,0.003956351
0417_03,0.97183704
0423_01,0.9641842
0425_01,0.097086206
0425_02,0.9849282
0425_03,0.9746783
0427_01,0.28854954
0428_01,0.42650852
0429_01,0.97592574
0429_02,0.9786529
0430_01,0.63075054
0431_01,0.9717046
0432_01,0.0292075
0433_01,0.98235124
0433_02,0.002156615
0434_01,0.9740681
0435_01,0.62960523
0436_01,0.35110486
0436_02,0.196284
0437_01,0.069965206
0437_02,0.5389194
0438_01,0.9920858
0439_01,0.20565782
0441_01,0.11810018
0442_01,0.54483765
0444_01,0.14614092
0444_02,0.08238319
0445_01,0.11110249
0445_02,0.11177726
0446_01,0.98629504
0447_01,0.523414
0448_01,0.11410971
0448_02,0.63233757
0449_01,0.594135
0452_01,0.5996296
0453_01,0.99331117
0453_02,0.9795597
0453_03,0.99425143
0454_01,0.9794995
0454_02,0.9953891
0454_03,0.9956234
0456_01,0.36210617
0457_01,0.5272729
0457_02,0.5209005
0457_03,0.5192372
0458_01,0.99180144
0459_01,0.058406662
0460_01,0.5801069
0461_01,0.69318783
0461_02,0.142396
0461_03,0.7313412
0462_01,0.63281316
0463_01,0.05463456
0463_02,0.13344595
0465_01,0.06940093
0465_02,0.30846807
0466_01,0.5595551
0468_01,0.6528684
0470_01,0.9796963
0470_02,0.9779118
0471_01,0.0025965935
0471_02,0.98942596
0472_01,0.23852678
0474_01,0.6732747
0475_01,0.084904924
0476_01,0.12324545
0476_02,0.97594845
0476_03,0.98862207
0477_01,0.02546025
0480_01,0.09773902
0481_01,0.5558414
0482_01,0.1710994
0482_02,0.17571615
0485_01,0.040961936
0487_01,0.010030815
0488_01,0.6035217
0490_01,0.6225192
0498_01,0.9784145
0498_02,0.99585646
0499_01,0.98099416
0499_02,0.3882566
0500_01,0.64194655
0501_01,0.4003925
0502_01,0.3094988
0503_01,0.9377863
0503_02,0.040251277
0503_03,0.06464037
0504_01,0.9961454
0504_02,0.99655515
0504_03,0.9878957
0504_04,0.9035787
0504_05,0.9964884
0504_06,0.9965474
0506_01,0.9754886
0507_01,0.35359922
0510_01,0.9762736
0512_01,0.98503804
0512_02,0.98237145
0513_01,0.518831
0515_01,0.9943069
0516_01,0.047135923
0517_01,0.08890217
0518_01,0.958564
0519_01,0.50132805
0520_01,0.19070116
0521_01,0.27135706
0522_01,0.47063348
0523_01,0.2920823
0525_01,0.66243833
0527_01,0.18338738
0527_02,0.9713643
0528_01,0.0036578444
0529_01,0.53275543
0531_01,0.7171455
0531_02,0.7160126
0533_01,0.05938592
0534_01,0.0021308986
0534_02,0.05505736
0537_01,0.06869506
0538_01,0.55869955
0539_01,0.9579299
0539_02,0.9882625
0539_03,0.9885455
0539_04,0.96626407
0539_05,0.0064541264
0540_01,0.97190934
0540_02,0.06999925
0542_01,0.08247372
0545_01,0.09962942
0546_01,0.20328067
0547_01,0.61737466
0548_01,0.5853477
0549_01,0.11285997
0549_02,0.9731918
0550_01,0.057637896
0551_01,0.16683397
0552_01,0.99643844
0553_01,0.97603786
0553_02,0.9371373
0555_01,0.9905469
0555_02,0.0345598
0556_01,0.8766417
0559_01,0.4721697
0560_01,0.57503414
0560_02,0.57638574
0560_03,0.07331933
0561_01,0.13185352
0563_01,0.27078378
0564_01,0.98450375
0564_02,0.95187217
0564_03,0.0016923308
0565_01,0.1003965
0566_01,0.72507095
0567_01,0.62386954
0568_01,0.075385265
0568_02,0.9859238
0569_01,0.47864977
0570_01,0.9317486
0571_01,0.9903292
0571_02,0.9810165
0571_03,0.9778563
0571_04,0.95943534
0571_05,0.99213463
0571_06,0.0039207186
0571_07,0.97432965
0572_01,0.06619881
0573_01,0.3502401
0575_01,0.91615856
0576_01,0.55044776
0577_01,0.2626706
0579_01,0.72661227
0579_02,0.44013232
0580_01,0.28979343
0581_01,0.2346144
0582_01,0.9666059
0583_01,0.9796892
0583_02,0.9835547
0583_03,0.97298515
0585_01,0.97227114
0585_02,0.97722757
0585_03,0.17326261
0586_01,0.9735546
0587_01,0.12795907
0588_01,0.5791488
0589_01,0.46488628
0590_01,0.04106857
0591_01,0.56829387
0593_01,0.026590338
0594_01,0.57028556
0594_02,0.09684762
0596_01,0.27723047
0597_01,0.46982977
0597_02,0.4780349
0598_01,0.565953
0599_01,0.96705365
0599_02,0.9736091
0599_03,0.06587889
0599_04,0.9860013
0600_01,0.992192
0602_01,0.9735846
0602_02,0.25050673
0602_03,0.98013455
0603_01,0.09157658
0607_01,0.0025165787
0607_02,0.40363228
0607_03,0.13495101
0608_01,0.3009639
0609_01,0.18333061
0610_01,0.11699457
0611_01,0.5460023
0612_01,0.93546224
0614_01,0.38296187
0615_01,0.5316378
0615_02,0.34279624
0615_03,0.6719405
0618_01,0.46970394
0618_02,0.19277106
0619_01,0.99516886
0619_02,0.9968978
0623_01,0.55133796
0628_01,0.07130022
0629_01,0.05830886
0630_01,0.9680989
0631_01,0.9741546
0633_01,0.23931631
0634_01,0.2110876
0635_01,0.85878474
0635_02,0.08314109
0636_01,0.0855164
0636_02,0.06833115
0637_01,0.30689284
0638_01,0.98551583
0639_01,0.45801064
0641_01,0.026022905
0642_01,0.9687107
0642_02,0.93334496
0642_03,0.27597204
0642_04,0.99652296
0642_05,0.99645805
0643_01,0.14148039
0644_01,0.92363524
0645_01,0.10461433
0646_01,0.9967734
0647_01,0.9776724
0647_02,0.97874296
0647_03,0.4502311
0650_01,0.6034581
0653_01,0.5366544
0655_01,0.23566766
0656_01,0.03645175
0657_01,0.66571057
0657_02,0.43686882
0658_01,0.34477004
0659_01,0.4876544
0660_01,0.6100237
0661_01,0.08429079
0663_01,0.1471993
0664_01,0.00251898
0665_01,0.9722652
0665_02,0.090898156
0668_01,0.066516414
0669_01,0.21404092
0671_01,0.53905207
0672_01,0.062325355
0674_01,0.5719143
0677_01,0.57288396
0678_01,0.6107686
0679_01,0.13021395
0680_01,0.57458967
0680_02,0.4368215
0680_03,0.43287194
0682_01,0.96910316
0683_01,0.32665485
0684_01,0.7753347
0684_02,0.9535293
0684_03,0.97527754
0685_01,0.39331266
0686_01,0.9749254
0686_02,0.05643668
0687_01,0.032257672
0688_01,0.053506777
0689_01,0.9922125
0690_01,0.9676913
0691_01,0.5995632
0691_02,0.6173124
0691_03,0.6549151
0693_01,0.97119296
0693_02,0.057980914
0696_01,0.42190817
0697_01,0.5936975
0699_01,0.9828889
0699_02,0.05619974
0701_01,0.9777847
0702_01,0.22861579
0703_01,0.57891726
0704_01,0.46133223
0705_01,0.63520503
0707_01,0.52350605
0709_01,0.9427515
0709_02,0.9550406
0709_03,0.9786673
0710_01,0.053601306
0712_01,0.032957
0712_02,0.94621354
0713_01,0.085072346
0714_01,0.4035197
0714_02,0.43921655
0714_03,0.40055436
0714_04,0.5610424
0714_05,0.43294317
0714_06,0.5999918
0714_07,0.64800704
0715_01,0.977536
0718_01,0.14410707
0719_01,0.29303408
0724_01,0.020059254
0726_01,0.49996233
0727_01,0.090725556
0728_01,0.17918184
0729_01,0.6184017
0732_01,0.68316054
0733_01,0.11614769
0734_01,0.10027094
0736_01,0.14903449
0737_01,0.9523021
0738_01,0.9655069
0740_01,0.0069273636
0740_02,0.9945059
0740_03,0.41604385
0743_01,0.49907887
0746_01,0.48362875
0750_01,0.16313204
0753_01,0.94570696
0753_02,0.02275991
0753_03,0.9759378
0754_01,0.98727965
0756_01,0.99543035
0756_02,0.008082434
0756_03,0.9933229
0757_01,0.13928303
0761_01,0.9643575
0762_01,0.5821592
0764_01,0.42009258
0765_01,0.14590877
0765_02,0.11882507
0767_01,0.3237
0768_01,0.0058509964
0768_02,0.95407885
0769_01,0.99638456
0770_01,0.5697852
0770_02,0.4385991
0770_03,0.35368934
0770_04,0.484104
0770_05,0.732515
0770_06,0.47947592
0771_01,0.4979854
0772_01,0.0048712664
0772_02,0.98316824
0772_03,0.9519363
0772_04,0.9562889
0773_01,0.15098777
0776_01,0.7485502
0777_01,0.5238711
0779_01,0.17171353
0781_01,0.15433885
0782_01,0.97091645
0784_01,0.9972188
0785_01,0.104842864
0786_01,0.400349
0787_01,0.47372162
0788_01,0.10749236
0789_01,0.032192472
0789_02,0.012845969
0789_03,0.8946977
0790_01,0.5897384
0791_01,0.61871827
0793_01,0.10749964
0794_01,0.97212714
0794_02,0.9780151
0795_01,0.07721696
0796_01,0.9913537
0797_01,0.15999365
0798_01,0.96972436
0799_01,0.3728913
0802_01,0.9767802
0805_01,0.87008476
0806_01,0.09829152
0806_02,0.5132553
0808_01,0.4999814
0809_01,0.9052117
0809_02,0.10293286
0809_03,0.08285137
0809_04,0.9743593
0811_01,0.12649493
0811_02,0.98582214
0811_03,0.9728215
0813_01,0.96919537
0815_01,0.3491006
0816_01,0.006978289
0817_01,0.50888515
0818_01,0.9507911
0819_01,0.4972835
0820_01,0.63389874
0820_02,0.080573075
0822_01,0.32138315
0823_01,0.5190963
0823_02,0.6407368
0824_01,0.12856545
0825_01,0.7059578
0826_01,0.47711346
0828_01,0.15838876
0828_02,0.23993541
0829_01,0.95071465
0830_01,0.10357668
0833_01,0.9788311
0834_01,0.09475267
0835_01,0.110680684
0836_01,0.39103895
0839_01,0.0038045
0840_01,0.19826865
0845_01,0.3602953
0846_01,0.5192367
0848_01,0.96183836
0848_02,0.9737274
0849_01,0.95537466
0849_02,0.9958382
0850_01,0.71881473
0851_01,0.30856672
0853_01,0.78698164
0859_01,0.46363628
0860_01,0.13706335
0863_01,0.54689497
0863_02,0.44648406
0863_03,0.5236198
0865_01,0.99608123
0865_02,0.99603945
0867_01,0.63667226
0868_01,0.4968736
0869_01,0.53163165
0870_01,0.22831884
0871_01,0.92910886
0873_01,0.007760745
0874_01,0.7548087
0875_01,0.4288581
0876_01,0.5614183
0877_01,0.989361
0878_01,0.11337371
0879_01,0.14971924
0881_01,0.039923802
0883_01,0.06586431
0885_01,0.5295931
0885_02,0.5396596
0889_01,0.7823192
0889_02,0.9855642
0890_01,0.27397797
0893_01,0.6209482
0898_01,0.46238005
0899_01,0.4556329
0899_02,0.5479639
0901_01,0.93414384
0902_01,0.13628697
0903_01,0.68698376
0904_01,0.23108117
0905_01,0.1792967
0906_01,0.6692453
0907_01,0.0048608184
0907_02,0.2746779
0910_01,0.45467767
0911_01,0.043625038
0911_02,0.087576054
0912_01,0.9904149
0913_01,0.0061149364
0915_01,0.11154327
0918_01,0.10386602
0919_01,0.17683832
0921_01,0.57356983
0922_01,0.9844883
0922_02,0.0875381
0923_01,0.93030256
0923_02,0.9950146
0924_01,0.53868854
0925_01,0.48842096
0925_02,0.97927064
0925_03,0.97818017
0926_01,0.99152046
0926_02,0.04224289
0927_01,0.3927712
0928_01,0.61276084
0930_01,0.059598166
0930_02,0.7151576
0931_01,0.14731993
0932_01,0.83106846
0933_01,0.8658246
0933_02,0.01295388
0935_01,0.14281318
0938_01,0.14473267
0938_02,0.58484596
0938_03,0.67534804
0939_01,0.83435786
0940_01,0.31329626
0941_01,0.04806212
0942_01,0.10808842
0944_01,0.10418877
0944_02,0.5145106
0946_01,0.0985835
0947_01,0.20330705
0949_01,0.77304107
0951_01,0.5607558
0952_01,0.33876243
0953_01,0.16107886
0955_01,0.68299145
0956_01,0.7534799
0957_01,0.96852607
0960_01,0.25795093
0961_01,0.66358286
0964_01,0.9551566
0964_02,0.9647711
0965_01,0.09253864
0966_01,0.08723944
0968_01,0.10757554
0969_01,0.97350216
0970_01,0.45782664
0971_01,0.53444844
0972_01,0.17641293
0975_01,0.71809846
0976_01,0.42430162
0978_01,0.33558095
0979_01,0.94729537
0982_01,0.52049774
0982_02,0.2529915
0983_01,0.7046683
0984_01,0.13144137
0984_02,0.6898548
0984_03,0.12849747
0984_04,0.40244558
0984_05,0.22248212
0984_06,0.41018504
0984_07,0.53600246
0984_08,0.4580532
0985_01,0.4151313
0987_01,0.08028405
0988_01,0.6106323
0988_02,0.283642
0989_01,0.38567019
0990_01,0.41060174
0991_01,0.36701462
0992_01,0.8630892
0992_02,0.003132983
0992_03,0.45637074
0992_04,0.029029734
0992_05,0.9895341
0992_06,0.022468971
0993_01,0.14687182
0994_01,0.46884808
0994_02,0.15221256
0995_01,0.99270684
0997_01,0.49808887
0998_01,0.98143953
1000_01,0.17858233
1001_01,0.5674298
1002_01,0.9618867
1002_02,0.10279185
1002_03,0.98879665
1004_01,0.9659853
1005_01,0.07351026
1006_01,0.20504823
1006_02,0.6512516
1006_03,0.54978245
1008_01,0.99697983
1008_02,0.9954161
1011_01,0.05004126
1011_02,0.6501234
1012_01,0.45729858
1013_01,0.47366467
1014_01,0.9695224
1015_01,0.2538035
1017_01,0.13978451
1018_01,0.4427435
1019_01,0.8798981
1020_01,0.9652344
1022_01,0.103865996
1024_01,0.112965696
1024_02,0.6909023
1024_03,0.23045403
1024_04,0.7957348
1025_01,0.14356214
1026_01,0.41601518
1027_01,0.94024277
1027_02,0.12836072
1027_03,0.1416275
1027_04,0.973628
1029_01,0.9739705
1030_01,0.1917084
1031_01,0.14069386
1032_01,0.60309815
1033_01,0.4451861
1034_01,0.078922264
1035_01,0.85138017
1036_01,0.5077139
1038_01,0.20471808
1040_01,0.21250415
1041_01,0.95138556
1043_01,0.29195836
1045_01,0.740288
1045_02,0.0017279667
1046_01,0.05499765
1047_01,0.35184008
1048_01,0.6991988
1049_01,0.97923505
1049_02,0.9729232
1051_01,0.20643106
1052_01,0.4859609
1053_01,0.13947324
1054_01,0.6099474
1056_01,0.9715648
1056_02,0.9825363
1057_01,0.9924328
1058_01,0.10915647
1060_01,0.17110267
1062_01,0.41394532
1063_01,0.047492348
1063_02,0.98356694
1065_01,0.9705841
1066_01,0.9664196
1068_01,0.58702546
1071_01,0.4579763
1075_01,0.9939175
1075_02,0.99359417
1076_01,0.5020092
1077_01,0.08196575
1078_01,0.77621585
1079_01,0.16563335
1080_01,0.5895082
1082_01,0.043252382
1083_01,0.96570134
1083_02,0.96824676
1083_03,0.06258931
1084_01,0.15590473
1085_01,0.49437252
1086_01,0.55113655
1086_02,0.23057418
1086_03,0.54847324
1086_04,0.17480205
1086_05,0.27224097
1088_01,0.5630017
1089_01,0.9904359
1089_02,0.24879636
1091_01,0.9677956
1093_01,0.10310082
1094_01,0.12860776
1095_01,0.94382864
1096_01,0.10110105
1097_01,0.5852346
1099_01,0.70859224
1100_01,0.10563061
1100_02,0.95169556
1100_03,0.024912493
1100_04,0.09266152
1102_01,0.11804559
1105_01,0.12704317
1108_01,0.121547304
1108_02,0.9785795
1110_01,0.014938956
1110_02,0.98862565
1112_01,0.9835385
1113_01,0.18086664
1114_01,0.05445808
1114_02,0.36768588
1115_01,0.4659664
1116_01,0.2878598
1116_02,0.9332454
1116_03,0.48580313
1117_01,0.059067324
1121_01,0.12286844
1123_01,0.0026477834
1127_01,0.99653924
1129_01,0.06297506
1130_01,0.6112033
1130_02,0.74388283
1132_01,0.61406887
1133_01,0.24893333
1134_01,0.9784284
1136_01,0.7713953
1140_01,0.7134125
1140_02,0.9968248
1140_03,0.9982828
1141_01,0.43491665
1142_01,0.16983669
1144_01,0.3249637
1144_02,0.17085288
1144_03,0.29640397
1146_01,0.04289651
1147_01,0.95862806
1148_01,0.9893444
1148_02,0.0040112096
1148_03,0.37162098
1148_04,0.95757145
1148_05,0.9711874
1148_06,0.9747539
1148_07,0.038129564
1149_01,0.49699262
1149_02,0.35211134
1149_03,0.52240074
1149_04,0.62651145
1149_05,0.56387776
1150_01,0.67459714
1152_01,0.5096112
1153_01,0.5449612
1154_01,0.9690372
1154_02,0.96747
1154_03,0.9880066
1155_01,0.5453013
1155_02,0.50505704
1156_01,0.11639979
1156_02,0.9934834
1161_01,0.99268544
1161_02,0.007192965
1162_01,0.96068126
1163_01,0.83034176
1165_01,0.34339395
1165_02,0.10808781
1165_03,0.97646797
1165_04,0.9842041
1166_01,0.46213213
1167_01,0.96394885
1168_01,0.23788272
1169_01,0.042522226
1170_01,0.19161478
1173_01,0.48290583
1174_01,0.5500428
1175_01,0.96676177
1177_01,0.9803612
1178_01,0.4483937
1179_01,0.9956348
1180_01,0.6954115
1182_01,0.98387665
1182_02,0.019750131
1182_03,0.80840594
1185_01,0.029915014
1186_01,0.5267533
1186_02,0.27177298
1186_03,0.5806965
1186_04,0.47640058
1186_05,0.3165405
1187_01,0.5153529
1187_02,0.40760484
1187_03,0.45304823
1188_01,0.056105804
1190_01,0.41619053
1191_01,0.05989854
1192_01,0.12819682
1193_01,0.9951295
1193_02,0.99707794
1195_01,0.4691588
1197_01,0.07054315
1198_01,0.7621294
1199_01,0.28122175
1203_01,0.011620847
1206_01,0.2806074
1208_01,0.0618584
1210_01,0.3924859
1210_02,0.21840547
1211_01,0.4414316
1211_02,0.24293925
1211_03,0.2804596
1211_04,0.39846858
1211_05,0.49578142
1211_06,0.48422262
1211_07,0.582843
1212_01,0.07882042
1213_01,0.6348305
1214_01,0.6960345
1215_01,0.45438418
1216_01,0.45107496
1218_01,0.008778717
1220_01,0.28227335
1221_01,0.44935498
1221_02,0.036825586
1222_01,0.15304066
1223_01,0.9969179
1225_01,0.6993455
1228_01,0.80165523
1228_02,0.59035194
1229_01,0.4424986
1230_01,0.12072958
1231_01,0.47950846
1232_01,0.9959387
1232_02,0.017964717
1233_01,0.4871982
1234_01,0.7911732
1235_01,0.601407
1236_01,0.1732413
1238_01,0.9497652
1238_02,0.9956446
1239_01,0.21830024
1240_01,0.14214064
1242_01,0.96486926
1243_01,0.1589794
1243_02,0.08980689
1246_01,0.09977003
1248_01,0.49487484
1250_01,0.14871788
1254_01,0.2599635
1254_02,0.30785865
1255_01,0.9603026
1255_02,0.9806772
1256_01,0.033452623
1258_01,0.007582502
1259_01,0.4762732
1260_01,0.6126164
1261_01,0.036851976
1263_01,0.14147858
1264_01,0.12786025
1267_01,0.5604855
1269_01,0.09328356
1271_01,0.63727266
1273_01,0.078798264
1274_01,0.28501716
1278_01,0.54841477
1279_01,0.99325377
1280_01,0.51771855
1281_01,0.5687501
1282_01,0.6181086
1283_01,0.054822598
1284_01,0.9602988
1285_01,0.2566615
1286_01,0.9766949
1287_01,0.9771159
1287_02,0.9861072
1287_03,0.0764054
1288_01,0.066565044
1289_01,0.35368255
1289_02,0.1381179
1291_01,0.06285004
1292_01,0.9174643
1292_02,0.54434603
1293_01,0.17172082
1294_01,0.93385684
1294_02,0.8892358
1294_03,0.77756953
1295_01,0.10223921
1299_01,0.61827916
1300_01,0.17224424
1302_01,0.7468509
1304_01,0.79691786
1304_02,0.5932343
1304_03,0.530257
1304_04,0.50170296
1304_05,0.53268695
1304_06,0.8300325
1306_01,0.81281537
1306_02,0.9904451
1307_01,0.5020327
1308_01,0.978512
1308_02,0.003329935
1308_03,0.025228703
1308_04,0.9826365
1309_01,0.11348232
1310_01,0.013311956
1311_01,0.9590893
1311_02,0.07216953
1311_03,0.031924106
1312_01,0.64966667
1316_01,0.9391127
1316_02,0.004782611
1317_01,0.03851157
1322_01,0.5496245
1323_01,0.87761605
1324_01,0.7894238
1324_02,0.507542
1324_03,0.51700884
1325_01,0.7754611
1325_02,0.27090675
1325_03,0.683672
1326_01,0.0417334
1326_02,0.0937626
1328_01,0.4151099
1330_01,0.06358382
1330_02,0.6463903
1331_01,0.56728184
1332_01,0.17433473
1333_01,0.16781253
1335_01,0.5030723
1336_01,0.49127308
1337_01,0.13683978
1340_01,0.5229937
1342_01,0.21668178
1345_01,0.05762714
1347_01,0.60239214
1348_01,0.047396056
1348_02,0.99575496
1350_01,0.6162199
1350_02,0.04182336
